Title,Original_Price,Offer_Price,Stars_out_of_5,Ratings,Flipkart_Assured,Specification
"SAMSUNG Galaxy F34 5G (Orchid Violet, 128 GB)","₹25,999","₹17,999",4.2,"6,353 Ratings & 568 Reviews",Yes,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display50MP (OIS) + 8MP + 2MP | 13MP Front Camera6000 mAh BatteryExynos 1280 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
"SAMSUNG Galaxy F34 5G (Mystic Green, 128 GB)","₹25,999","₹17,999",4.2,"6,353 Ratings & 568 Reviews",Yes,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display50MP (OIS) + 8MP + 2MP | 13MP Front Camera6000 mAh BatteryExynos 1280 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
"Infinix SMART 7 (Emerald Green, 64 GB)","₹9,999","₹7,499",4.3,"1,35,535 Ratings & 6,843 Reviews",Yes,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display13MP + AI Lens | 5MP Front Camera6000 mAh BatteryUnisoc Spreadtrum SC9863A1 Processor1 Year on Handset and 6 Months on Accessories
"OPPO A17 (Lake Blue, 64 GB)","₹14,999","₹9,999",4.3,"13,058 Ratings & 561 Reviews",Yes,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.66 cm (6.56 inch) HD+ Display50MP + 0.3MP + 0.3MP | 5MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediatek Helio G35 Processor1 Year on Handset and 6 Months on Accessories
"Apple iPhone 15 Plus (Black, 256 GB)","₹99,900","₹92,999",4.6,"3,362 Ratings & 353 Reviews",Yes,"256 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
"SAMSUNG Galaxy S22 5G (Phantom Black, 128 GB)","₹85,999","₹39,999",4.4,"15,903 Ratings & 1,339 Reviews",Yes,8 GB RAM | 128 GB ROM15.49 cm (6.1 inch) Full HD+ Display50MP + 12MP + 10MP | 10MP Front Camera3700 mAh Lithium-ion BatterySnapdragon 8 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
"REDMI 12C (Mint Green, 128 GB)","₹14,999","₹7,999",4.2,"24,250 Ratings & 1,376 Reviews",Yes,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"REDMI A3 (Olive Green, 128 GB)","₹10,999","₹8,299",4.1,55 Ratings & 7 Reviews,Yes,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Helio G36 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"IQOO Z7 Pro 5G (Graphite Matte, 128 GB)","₹26,999","₹23,742",4.5,"1,398 Ratings & 114 Reviews",Yes,8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Display64MP Rear Camera4600 mAh Battery1 Year on Handset and 6 Months on Accessories
"Google Pixel 7a (Charcoal, 128 GB)","₹43,999","₹39,999",4.1,"16,230 Ratings & 1,799 Reviews",No,8 GB RAM | 128 GB ROM15.49 cm (6.1 inch) Full HD+ Display64MP (OIS) + 13MP | 13MP Front Camera4300 mAh BatteryTensor G2 Processor1 Year Domestic Warranty
"Google Pixel 7a (Snow, 128 GB)","₹43,999","₹39,999",4.1,"16,230 Ratings & 1,799 Reviews",No,8 GB RAM | 128 GB ROM15.49 cm (6.1 inch) Full HD+ Display64MP (OIS) + 13MP | 13MP Front Camera4300 mAh BatteryTensor G2 Processor1 Year Domestic Warranty
"Google Pixel 7a (Sea, 128 GB)","₹43,999","₹39,999",4.1,"16,230 Ratings & 1,799 Reviews",No,8 GB RAM | 128 GB ROM15.49 cm (6.1 inch) Full HD+ Display64MP (OIS) + 13MP | 13MP Front Camera4300 mAh BatteryTensor G2 Processor1 Year Domestic Warranty
"OnePlus Nord 3 5G (Tempest Gray, 256 GB)","₹37,999","₹36,000",4.4,"1,362 Ratings & 123 Reviews",Yes,16 GB RAM | 256 GB ROM17.12 cm (6.74 inch) Display50MP Rear Camera5000 mAh BatteryDomestic 1 Year of Device & 6 Months for In-Box Accessories
"Tecno Spark Go 2024 (Mystery White, 128 GB)","₹8,499","₹7,829",4.2,164 Ratings & 12 Reviews,Yes,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) HD+ Display13MP + 0.08MP | 8MP Front Camera5000 mAh BatteryUnisoc T606 ProcessorDomestic Warranty of 12 Months on Phone & 6 Months on Accessories
"OnePlus Nord 3 5G (Misty Green, 128 GB)","₹33,999","₹28,028",4.4,"3,718 Ratings & 414 Reviews",Yes,8 GB RAM | 128 GB ROM17.12 cm (6.74 inch) Display50MP Rear Camera5000 mAh BatteryDomestic 1 Year of Device & 6 Months for In-Box Accessories
"Tecno Spark Go 2023 (Orange, 32 GB)","₹8,299","₹6,409",4.1,"1,182 Ratings & 78 Reviews",Yes,3 GB RAM | 32 GB ROM16.66 cm (6.56 inch) Display13MP Rear Camera5000 mAh BatteryDomestic Warranty of 1 Year Available for Handset and 6 month for Accessories.
"SAMSUNG Galaxy A34 5G (Awesome Graphite, 128 GB)","₹35,499","₹24,499",4.2,"5,895 Ratings & 498 Reviews",Yes,"8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display48MP + 8MP + 5MP | 13MP Front Camera5000 mAh Li-ion Battery BatteryDimensity 1080, Octa Core Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories"
"Infinix HOT 30i (Marigold, 128 GB)","₹11,999","₹9,499",4.2,"1,46,178 Ratings & 8,257 Reviews",Yes,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 5MP Front Camera5000 mAh BatteryG37 Processor1 Year on Handset and 6 Months on Accessories
"Tecno Spark Go 2024 (Magic Skin Green, 128 GB)","₹8,499","₹7,844",4.2,164 Ratings & 12 Reviews,Yes,4 GB RAM | 128 GB ROM16.66 cm (6.56 inch) HD+ Display13MP + 0.8MP | 8MP Front Camera5000 mAh BatteryUnisoc T606 ProcessorDomestic Warranty of 12 Months on Phone & 6 Months on Accessories
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,"₹72,999",4.6,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
"REDMI 13C (Starshine Green, 256 GB)","₹15,999","₹11,499",4.1,723 Ratings & 55 Reviews,Yes,8 GB RAM | 256 GB ROM17.12 cm (6.74 inch) Display50MP Rear Camera5000 mAh Battery1 Year
"Google Pixel 7a (Snow, 128 GB)","₹43,999","₹39,999",4.1,"16,230 Ratings & 1,799 Reviews",No,8 GB RAM | 128 GB ROM15.49 cm (6.1 inch) Full HD+ Display64MP (OIS) + 13MP | 13MP Front Camera4300 mAh BatteryTensor G2 Processor1 Year Domestic Warranty
"Google Pixel 7a (Charcoal, 128 GB)","₹43,999","₹39,999",4.1,"16,230 Ratings & 1,799 Reviews",No,8 GB RAM | 128 GB ROM15.49 cm (6.1 inch) Full HD+ Display64MP (OIS) + 13MP | 13MP Front Camera4300 mAh BatteryTensor G2 Processor1 Year Domestic Warranty
"Infinix HOT 30i (Marigold, 128 GB)","₹11,999","₹9,499",4.2,"1,46,178 Ratings & 8,257 Reviews",Yes,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 5MP Front Camera5000 mAh BatteryG37 Processor1 Year on Handset and 6 Months on Accessories
"SAMSUNG Galaxy F34 5G (Orchid Violet, 128 GB)","₹25,999","₹17,999",4.2,"6,353 Ratings & 568 Reviews",Yes,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display50MP (OIS) + 8MP + 2MP | 13MP Front Camera6000 mAh BatteryExynos 1280 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
"Tecno Spark Go 2024 (Magic Skin Green, 64 GB)","₹7,499","₹6,649",4.3,169 Ratings & 12 Reviews,Yes,3 GB RAM | 64 GB ROM16.66 cm (6.56 inch) HD+ Display13MP Rear Camera | 8MP Front Camera5000 mAh BatteryUnisoc T606 ProcessorDomestic Warranty of 12 Months on Phone & 6 Months on Accessories
"OnePlus Nord 3 5G (Tempest Gray, 128 GB)","₹33,999","₹30,500",4.4,"3,718 Ratings & 414 Reviews",Yes,8 GB RAM | 128 GB ROM17.12 cm (6.74 inch) Full HD+ Display50MP Rear Camera5000 mAh BatteryDomestic 1 Year of Device & 6 Months for In-Box Accessories
"REDMI A2 (Sea Green, 32 GB)","₹8,999","₹5,690",4.2,"7,724 Ratings & 440 Reviews",Yes,2 GB RAM | 32 GB ROM | Expandable Upto 1 TB16.56 cm (6.52 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Infinix HOT 30i (Glacier Blue, 128 GB)","₹11,999","₹9,499",4.2,"1,46,178 Ratings & 8,257 Reviews",Yes,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 5MP Front Camera5000 mAh BatteryG37 Processor1 Year on Handset and 6 Months on Accessories
"Infinix HOT 30i (Glacier Blue, 64 GB)","₹9,999","₹8,399",4.2,"27,672 Ratings & 1,576 Reviews",Yes,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 5MP Front Camera5000 mAh BatteryG37 Processor1 Year on Handset and 6 Months on Accessories
"Infinix HOT 30i (Diamond White, 64 GB)","₹9,999","₹8,399",4.2,"27,672 Ratings & 1,576 Reviews",Yes,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 5MP Front Camera5000 mAh BatteryG37 Processor1 Year on Handset and 6 Months on Accessories
"Infinix HOT 30i (Diamond White, 128 GB)","₹11,999","₹9,499",4.2,"1,46,178 Ratings & 8,257 Reviews",Yes,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 5MP Front Camera5000 mAh BatteryG37 Processor1 Year on Handset and 6 Months on Accessories
"SAMSUNG Galaxy A14 5G (Dark Red, 128 GB)","₹20,999","₹15,999",4.1,"7,634 Ratings & 525 Reviews",No,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display50MP + 2MP | 13MP Front Camera5000 mAh Lithium Ion BatterySEC S5E8535 (Exynos 1330) Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
"Infinix HOT 30i (Marigold, 64 GB)","₹9,999","₹8,399",4.2,"27,672 Ratings & 1,576 Reviews",Yes,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 5MP Front Camera5000 mAh BatteryG37 Processor1 Year on Handset and 6 Months on Accessories
"Infinix HOT 30i (Mirror Black, 64 GB)","₹9,999","₹8,399",4.2,"27,672 Ratings & 1,576 Reviews",Yes,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 5MP Front Camera5000 mAh BatteryG37 Processor1 Year on Handset and 6 Months on Accessories
"Apple iPhone 13 (Midnight, 128 GB)","₹59,900","₹52,999",4.7,"2,78,146 Ratings & 13,547 Reviews",Yes,128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"Google Pixel 7a (Sea, 128 GB)","₹43,999","₹39,999",4.1,"16,230 Ratings & 1,799 Reviews",No,8 GB RAM | 128 GB ROM15.49 cm (6.1 inch) Full HD+ Display64MP (OIS) + 13MP | 13MP Front Camera4300 mAh BatteryTensor G2 Processor1 Year Domestic Warranty
"REDMI A3 (Olive Green, 128 GB)","₹10,999","₹8,299",4.1,55 Ratings & 7 Reviews,Yes,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Helio G36 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"SAMSUNG Galaxy S23 5G (Cream, 256 GB)","₹95,999","₹69,999",4.6,"4,140 Ratings & 554 Reviews",Yes,8 GB RAM | 256 GB ROM15.49 cm (6.1 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP Front Camera3900 mAh Lithium Ion BatteryQualcomm Snapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
"REDMI Note 13 Pro+ 5G (Fusion Black, 512 GB)","₹37,999","₹35,999",4.2,"3,250 Ratings & 441 Reviews",Yes,12 GB RAM | 512 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7200 Ultra 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"POCO X6 5G (Snowstorm White, 256 GB)","₹26,999","₹22,999",4.3,811 Ratings & 133 Reviews,Yes,12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display64MP + 8MP + 2MP | 16MP Front Camera5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Infinix HOT 30i (Mirror Black, 128 GB)","₹11,999","₹9,499",4.2,"1,46,178 Ratings & 8,257 Reviews",Yes,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 5MP Front Camera5000 mAh BatteryG37 Processor1 Year on Handset and 6 Months on Accessories
"REDMI Note 13 Pro 5G (Midnight Black, 256 GB)","₹32,999","₹29,999",4.2,847 Ratings & 118 Reviews,Yes,12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"OnePlus 11R 5G (Galactic Silver, 256 GB)","₹44,999","₹39,927",4.5,"9,973 Ratings & 779 Reviews",Yes,16 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera | 16MP Front Camera5000 mAh BatteryDomestic warranty of 12 months on phone & 6 months on accessories
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,"₹69,999",4.6,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
"itel A60s, Upto 8GB RAM|8MP AI Rear Camera|5000mAh Battery|Faceunlock & Fingerprint (Glacier Green, 12...","₹8,999","₹6,998",3.5,46 Ratings & 2 Reviews,No,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display8MP + 8MP5000 mAh BatteryUnisoc SC9863A1 Processor1 Year Manufacturer Warranty
"REDMI Note 12 5G (Matte Black, 128 GB)","₹19,999","₹15,499",3.9,"8,464 Ratings & 721 Reviews",Yes,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ AMOLED Display48MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatteryQualcomm Snapdragon 4 Gen 1 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"SAMSUNG Galaxy S23 5G (Green, 256 GB)","₹95,999","₹69,999",4.6,"4,140 Ratings & 554 Reviews",Yes,8 GB RAM | 256 GB ROM15.49 cm (6.1 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP Front Camera3900 mAh Lithium Ion BatteryQualcomm Snapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
"OnePlus 11R 5G (Sonic Black, 128 GB)","₹39,999","₹36,860",4.5,"11,273 Ratings & 988 Reviews",Yes,8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera | 16MP Front Camera5000 mAh BatteryDomestic warranty of 12 months on phone & 6 months on accessories
"Apple iPhone 15 Plus (Pink, 256 GB)","₹99,900","₹92,999",4.6,"3,362 Ratings & 353 Reviews",Yes,"256 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
"OnePlus 11R 5G (Sonic Black, 128 GB)","₹39,999","₹38,489",4.5,"11,273 Ratings & 988 Reviews",Yes,8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera5000 mAh BatteryDomestic warranty of 12 months on phone & 6 months on accessories
"SAMSUNG Galaxy A05s (Light Violet, 128 GB)","₹15,999","₹11,499",4.3,33 Ratings & 1 Reviews,Yes,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP + 2MP | 13MP Front Camera5000 mAh Battery680 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"REDMI A3 (Olive Green, 64 GB)","₹9,999","₹7,299",4.1,145 Ratings & 12 Reviews,Yes,3 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Helio G36 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"OnePlus Nord 3 5G (Misty Green, 256 GB)","₹37,999","₹37,850",4.4,"1,362 Ratings & 123 Reviews",Yes,16 GB RAM | 256 GB ROM17.12 cm (6.74 inch) Display50MP Rear Camera5000 mAh BatteryDomestic 1 Year of Device & 6 Months for In-Box Accessories
"REDMI Note 13 Pro 5G (Arctic White, 256 GB)","₹30,999","₹27,999",4.3,"7,291 Ratings & 839 Reviews",Yes,8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"LAVA Blaze 2pro (Swag Blue, 128 GB)","₹11,999","₹8,890",4.2,49 Ratings & 5 Reviews,Yes,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display50MP Rear Camera5000 mAh Battery1 Year Handset Warranty and 6 Months Warranty on Accessories
"REDMI A3 (Midnight Black, 128 GB)","₹11,999","₹9,299",3.8,50 Ratings & 9 Reviews,Yes,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Helio G36 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"REDMI 11 Prime (Playful Green, 128 GB)","₹16,999","₹8,999",4.3,"18,172 Ratings & 970 Reviews",Yes,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.71 cm (6.58 inch) Full HD+ Display50MP + 2MP + 2MP | 8MP Front Camera5000 mAh BatteryHelio G99 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"I Kall Z19 (Gold, 64 GB)","₹10,499","₹6,999",3.3,245 Ratings & 11 Reviews,Yes,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB16.51 cm (6.5 inch) HD+ Display13MP Rear Camera | 8MP Front Camera5000 mAh BatteryOcta Core Processor1 Year Domestic Warrantyages
"itel U30 keypad Mobile|1200 mAh battery|Expandable Storage Upto 32GB (Deep Blue, 32 MB)","₹1,249",₹993,4,151 Ratings & 7 Reviews,Yes,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB4.57 cm (1.8 inch) QVGA Display0.3MP + 0MP | 0MP Front Camera1200 mAh BatteryUnisoc Processor12+1 Months Warranty for device 6 months for accessories 111 Days Replacement (Special offer)
"Motorola Edge 40 (Eclipse Black, 256 GB)","₹34,999","₹26,999",4.3,"75,561 Ratings & 8,392 Reviews",Yes,8 GB RAM | 256 GB ROM16.51 cm (6.5 inch) Full HD+ Display50MP + 13MP | 32MP Front Camera4400 mAh BatteryDimensity 8020 ProcessorVegan Leather1 Year Handset and 6 Months Accessories
"SAMSUNG Galaxy S23 5G (Lavender, 256 GB)","₹95,999","₹69,999",4.6,"4,140 Ratings & 554 Reviews",Yes,8 GB RAM | 256 GB ROM15.49 cm (6.1 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP Front Camera3900 mAh Lithium Ion BatteryQualcomm Snapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
"realme Narzo N53 (Feather Gold, 64 GB)","₹10,999","₹8,386",4.2,"5,770 Ratings & 336 Reviews",Yes,4 GB RAM | 64 GB ROM17.12 cm (6.74 inch) Display50MP Rear Camera5000 mAh BatteryDomestic 1 Year on Handset and 6 Months on Accessories
"SAMSUNG Galaxy F13 (Nightsky Green, 64 GB)","₹14,999","₹9,999",4.3,"2,01,792 Ratings & 11,627 Reviews",Yes,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 5MP + 2MP | 8MP Front Camera6000 mAh Lithium Ion BatteryExynos 850 Processor1 Year Warranty Provided By the Manufacturer from Date of Purchase
"SAMSUNG Galaxy F34 5G (Electric Black, 128 GB)","₹25,999","₹17,999",4.2,"6,353 Ratings & 568 Reviews",No,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display50MP (OIS) + 8MP + 2MP | 13MP Front Camera6000 mAh BatteryExynos 1280 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
"SAMSUNG Galaxy S22 5G (Green, 128 GB)","₹85,999","₹39,999",4.4,"15,903 Ratings & 1,339 Reviews",Yes,8 GB RAM | 128 GB ROM15.49 cm (6.1 inch) Full HD+ Display50MP + 12MP + 10MP | 10MP Front Camera3700 mAh Lithium-ion BatterySnapdragon 8 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
"REDMI Note 11 (Horizon Blue, 128 GB)","₹19,999","₹11,628",4.2,"2,903 Ratings & 188 Reviews",Yes,6 GB RAM | 128 GB ROM16.33 cm (6.43 inch) Display50MP Rear Camera5000 mAh Battery12 Months Warranty
"Honor 90 5G (Diamond Silver, 256 GB)","₹47,999","₹25,890",4.1,160 Ratings & 22 Reviews,No,8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display200MP Rear Camera5000 mAh Battery1 year manufacturer warranty for handset & 6 months for accessories
TARAA 310,₹999,₹559,3.2,6 Ratings & 1 Reviews,No,32 MB RAM | 32 MB ROM4.5 cm (1.77 inch) Display0.3MP Rear Camera1000 mAh Battery6 Months Manufacturer Warranty
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,"₹92,999",4.6,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
"itel S23 with Dual Sim| 50MP Rear Camera| 5000mAh Battery|Expandable Upto 1 TB (Starry Black, 128 GB)","₹9,500","₹6,859",4.1,248 Ratings & 16 Reviews,Yes,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryUnisoc Tiger T606 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
"vivo Y02t (Sunset Gold, 64 GB)","₹15,999","₹7,499",4.2,"3,396 Ratings & 140 Reviews",Yes,4 GB RAM | 64 GB ROM16.54 cm (6.51 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio P35 Processor1 Year Handset and 6 Months Accessories
"Tecno Spark 10C (Magic Skin Orange, 128 GB)","₹12,499","₹8,999",4.1,313 Ratings & 12 Reviews,Yes,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display16MP Rear Camera | 8MP Front Camera5000 mAh BatteryUnisoc Tiger T606 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
